	refseq.id	label	train_date	train_virus	host_label	Genus	virus_ID	Family	database	Species
17654	OQ621726	0	20240206	Coronaviridae	0.0	Betacoronavirus	OQ621726	Coronaviridae	GenBank	Betacoronavirus 1
17655	OQ621727	0	20240206	Coronaviridae	0.0	Betacoronavirus	OQ621727	Coronaviridae	GenBank	Betacoronavirus 1
17656	OQ547740	0	20240206	Coronaviridae	0.0	Deltacoronavirus	OQ547740	Coronaviridae	GenBank	Coronavirus HKU15
17657	OQ551110	0	20240206	Coronaviridae	0.0	Deltacoronavirus	OQ551110	Coronaviridae	GenBank	Coronavirus HKU15
17658	ON858825	0	20240206	Coronaviridae	0.0	Alphacoronavirus	ON858825	Coronaviridae	GenBank	Alphacoronavirus 1
17659	OP933726	0	20240206	Coronaviridae	0.0	Alphacoronavirus	OP933726	Coronaviridae	GenBank	Ferret coronavirus
17660	OQ401247	0	20240206	Coronaviridae	0.0	Betacoronavirus	OQ401247	Coronaviridae	GenBank	Sarbecovirus sp. RfGB01
17661	OQ401248	0	20240206	Coronaviridae	0.0	Betacoronavirus	OQ401248	Coronaviridae	GenBank	Sarbecovirus sp. RhGB07
17662	OQ401249	0	20240206	Coronaviridae	0.0	Betacoronavirus	OQ401249	Coronaviridae	GenBank	Sarbecovirus sp. RfGB02
17663	OQ401250	0	20240206	Coronaviridae	0.0	Alphacoronavirus	OQ401250	Coronaviridae	GenBank	Pedacovirus sp. MdGB01
17664	OQ401253	0	20240206	Coronaviridae	0.0	Alphacoronavirus	OQ401253	Coronaviridae	GenBank	Pedacovirus sp. PpiGB01
17665	OQ401254	0	20240206	Coronaviridae	0.0	Alphacoronavirus	OQ401254	Coronaviridae	GenBank	Pedacovirus sp. MdGB02
17666	OQ401255	0	20240206	Coronaviridae	0.0	Alphacoronavirus	OQ401255	Coronaviridae	GenBank	Pedacovirus sp. MdGB03
17667	LC756668	1	20240206	Coronaviridae	1.0	Alphacoronavirus	LC756668	Coronaviridae	GenBank	Human coronavirus NL63
17668	LC756669	1	20240206	Coronaviridae	1.0	Betacoronavirus	LC756669	Coronaviridae	GenBank	Betacoronavirus 1
17669	LC756670	1	20240206	Coronaviridae	1.0	Betacoronavirus	LC756670	Coronaviridae	GenBank	Betacoronavirus 1
17670	OQ405399	0	20240206	Coronaviridae	0.0	Betacoronavirus	OQ405399	Coronaviridae	GenBank	Betacoronavirus sp.
17671	ON571549	0	20240206	Coronaviridae	0.0	Alphacoronavirus	ON571549	Coronaviridae	GenBank	Porcine epidemic diarrhea virus
17672	MZ221192	1	20240206	Coronaviridae	1.0	Betacoronavirus	MZ221192	Coronaviridae	GenBank	Betacoronavirus 1
17673	OQ331224	1	20240206	Coronaviridae	1.0	Betacoronavirus	OQ331224	Coronaviridae	GenBank	Betacoronavirus 1
17674	OP004056	0	20240206	Coronaviridae	0.0	Betacoronavirus	OP004056	Coronaviridae	GenBank	Betacoronavirus 1
17675	OP776338	0	20240206	Coronaviridae	0.0	Betacoronavirus	OP776338	Coronaviridae	GenBank	Sarbecovirus sp.
17676	OP776339	0	20240206	Coronaviridae	0.0	Betacoronavirus	OP776339	Coronaviridae	GenBank	Sarbecovirus sp.
17677	OP776340	0	20240206	Coronaviridae	0.0	Betacoronavirus	OP776340	Coronaviridae	GenBank	Sarbecovirus sp.
17678	ON260865	0	20240206	Coronaviridae	0.0	Gammacoronavirus	ON260865	Coronaviridae	GenBank	Avian coronavirus
17679	ON260866	0	20240206	Coronaviridae	0.0	Gammacoronavirus	ON260866	Coronaviridae	GenBank	Avian coronavirus
17680	OP866285	0	20240206	Coronaviridae	0.0	Betacoronavirus	OP866285	Coronaviridae	GenBank	Middle East respiratory syndrome-related coronavirus
17681	OP866286	0	20240206	Coronaviridae	0.0	Betacoronavirus	OP866286	Coronaviridae	GenBank	Middle East respiratory syndrome-related coronavirus
17682	OP866287	0	20240206	Coronaviridae	0.0	Betacoronavirus	OP866287	Coronaviridae	GenBank	Middle East respiratory syndrome-related coronavirus
17683	OP866288	0	20240206	Coronaviridae	0.0	Betacoronavirus	OP866288	Coronaviridae	GenBank	Middle East respiratory syndrome-related coronavirus
17684	OP866289	0	20240206	Coronaviridae	0.0	Betacoronavirus	OP866289	Coronaviridae	GenBank	Middle East respiratory syndrome-related coronavirus
17685	OP866290	0	20240206	Coronaviridae	0.0	Betacoronavirus	OP866290	Coronaviridae	GenBank	Middle East respiratory syndrome-related coronavirus
17686	OP866291	0	20240206	Coronaviridae	0.0	Betacoronavirus	OP866291	Coronaviridae	GenBank	Middle East respiratory syndrome-related coronavirus
17687	OP866292	0	20240206	Coronaviridae	0.0	Betacoronavirus	OP866292	Coronaviridae	GenBank	Middle East respiratory syndrome-related coronavirus
17688	OP866294	0	20240206	Coronaviridae	0.0	Betacoronavirus	OP866294	Coronaviridae	GenBank	Middle East respiratory syndrome-related coronavirus
17689	ON081486	0	20240206	Coronaviridae	0.0	Gammacoronavirus	ON081486	Coronaviridae	GenBank	Avian coronavirus
17690	ON081487	0	20240206	Coronaviridae	0.0	Gammacoronavirus	ON081487	Coronaviridae	GenBank	Avian coronavirus
17691	ON081488	0	20240206	Coronaviridae	0.0	Gammacoronavirus	ON081488	Coronaviridae	GenBank	Avian coronavirus
17692	ON081489	0	20240206	Coronaviridae	0.0	Gammacoronavirus	ON081489	Coronaviridae	GenBank	Avian coronavirus
17693	ON081492	0	20240206	Coronaviridae	0.0	Gammacoronavirus	ON081492	Coronaviridae	GenBank	Avian coronavirus
17694	ON081493	0	20240206	Coronaviridae	0.0	Gammacoronavirus	ON081493	Coronaviridae	GenBank	Avian coronavirus
17695	ON081494	0	20240206	Coronaviridae	0.0	Gammacoronavirus	ON081494	Coronaviridae	GenBank	Avian coronavirus
17696	ON016092	0	20240206	Coronaviridae	0.0	Alphacoronavirus	ON016092	Coronaviridae	GenBank	Alphacoronavirus 1
17697	ON081495	0	20240206	Coronaviridae	0.0	Gammacoronavirus	ON081495	Coronaviridae	GenBank	Avian coronavirus
17698	ON036184	0	20240206	Coronaviridae	0.0	Gammacoronavirus	ON036184	Coronaviridae	GenBank	Avian coronavirus
17699	ON036185	0	20240206	Coronaviridae	0.0	Gammacoronavirus	ON036185	Coronaviridae	GenBank	Avian coronavirus
17700	ON044997	0	20240206	Coronaviridae	0.0	Gammacoronavirus	ON044997	Coronaviridae	GenBank	Avian coronavirus
17701	ON044998	0	20240206	Coronaviridae	0.0	Gammacoronavirus	ON044998	Coronaviridae	GenBank	Avian coronavirus
17702	OM988131	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM988131	Coronaviridae	GenBank	Avian coronavirus
17703	OM988132	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM988132	Coronaviridae	GenBank	Avian coronavirus
17704	OM988133	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM988133	Coronaviridae	GenBank	Avian coronavirus
17705	OM988135	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM988135	Coronaviridae	GenBank	Avian coronavirus
17706	OM988136	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM988136	Coronaviridae	GenBank	Avian coronavirus
17707	OM988139	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM988139	Coronaviridae	GenBank	Avian coronavirus
17708	OM988140	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM988140	Coronaviridae	GenBank	Avian coronavirus
17709	OM988141	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM988141	Coronaviridae	GenBank	Avian coronavirus
17710	OM988142	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM988142	Coronaviridae	GenBank	Avian coronavirus
17711	OM988143	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM988143	Coronaviridae	GenBank	Avian coronavirus
17712	OM988144	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM988144	Coronaviridae	GenBank	Avian coronavirus
17713	OM988145	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM988145	Coronaviridae	GenBank	Avian coronavirus
17714	OM988147	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM988147	Coronaviridae	GenBank	Avian coronavirus
17715	OM988154	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM988154	Coronaviridae	GenBank	Avian coronavirus
17716	OM988155	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM988155	Coronaviridae	GenBank	Avian coronavirus
17717	OM988157	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM988157	Coronaviridae	GenBank	Avian coronavirus
17718	OM988158	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM988158	Coronaviridae	GenBank	Avian coronavirus
17719	OQ102159	0	20240206	Coronaviridae	0.0	Deltacoronavirus	OQ102159	Coronaviridae	GenBank	Deltacoronavirus sp.
17720	OM937935	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM937935	Coronaviridae	GenBank	Avian coronavirus
17721	OM937936	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM937936	Coronaviridae	GenBank	Avian coronavirus
17722	OM937937	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM937937	Coronaviridae	GenBank	Avian coronavirus
17723	OM937938	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM937938	Coronaviridae	GenBank	Avian coronavirus
17724	OM937939	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM937939	Coronaviridae	GenBank	Avian coronavirus
17725	OM937940	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM937940	Coronaviridae	GenBank	Avian coronavirus
17726	OM937941	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM937941	Coronaviridae	GenBank	Avian coronavirus
17727	OM937942	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM937942	Coronaviridae	GenBank	Avian coronavirus
17728	OM937943	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM937943	Coronaviridae	GenBank	Avian coronavirus
17729	OM937944	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM937944	Coronaviridae	GenBank	Avian coronavirus
17730	OM953425	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM953425	Coronaviridae	GenBank	Avian coronavirus
17731	OM386794	1	20240206	Coronaviridae	1.0	Betacoronavirus	OM386794	Coronaviridae	GenBank	Betacoronavirus 1
17732	OM386795	1	20240206	Coronaviridae	1.0	Betacoronavirus	OM386795	Coronaviridae	GenBank	Betacoronavirus 1
17733	OM386796	1	20240206	Coronaviridae	1.0	Betacoronavirus	OM386796	Coronaviridae	GenBank	Betacoronavirus 1
17734	OM386799	1	20240206	Coronaviridae	1.0	Betacoronavirus	OM386799	Coronaviridae	GenBank	Betacoronavirus 1
17735	OM714830	0	20240206	Coronaviridae	0.0	Alphacoronavirus	OM714830	Coronaviridae	GenBank	Porcine epidemic diarrhea virus
17736	OM776958	0	20240206	Coronaviridae	0.0	Alphacoronavirus	OM776958	Coronaviridae	GenBank	Porcine epidemic diarrhea virus
17737	OM505025	0	20240206	Coronaviridae	0.0	Alphacoronavirus	OM505025	Coronaviridae	GenBank	Porcine epidemic diarrhea virus
17738	OP924545	0	20240206	Coronaviridae	0.0	Betacoronavirus	OP924545	Coronaviridae	GenBank	Betacoronavirus 1
17739	LC663496	0	20240206	Coronaviridae	0.0	Gammacoronavirus	LC663496	Coronaviridae	GenBank	Avian coronavirus
17740	OL348059	0	20240206	Coronaviridae	0.0	Alphacoronavirus	OL348059	Coronaviridae	GenBank	Porcine epidemic diarrhea virus
17741	OM397541	0	20240206	Coronaviridae	0.0	Betacoronavirus	OM397541	Coronaviridae	GenBank	Betacoronavirus 1
17742	ON595862	0	20240206	Coronaviridae	0.0	Alphacoronavirus	ON595862	Coronaviridae	GenBank	Alphacoronavirus 1
17743	ON595866	0	20240206	Coronaviridae	0.0	Alphacoronavirus	ON595866	Coronaviridae	GenBank	Alphacoronavirus 1
17744	ON595867	0	20240206	Coronaviridae	0.0	Alphacoronavirus	ON595867	Coronaviridae	GenBank	Alphacoronavirus 1
17745	ON595868	0	20240206	Coronaviridae	0.0	Alphacoronavirus	ON595868	Coronaviridae	GenBank	Alphacoronavirus 1
17746	ON595869	0	20240206	Coronaviridae	0.0	Alphacoronavirus	ON595869	Coronaviridae	GenBank	Alphacoronavirus 1
17747	ON595871	0	20240206	Coronaviridae	0.0	Alphacoronavirus	ON595871	Coronaviridae	GenBank	Alphacoronavirus 1
17748	OP866726	0	20240206	Coronaviridae	0.0	Betacoronavirus	OP866726	Coronaviridae	GenBank	Betacoronavirus 1
17749	OP866727	0	20240206	Coronaviridae	0.0	Betacoronavirus	OP866727	Coronaviridae	GenBank	Betacoronavirus 1
17750	OP866728	0	20240206	Coronaviridae	0.0	Betacoronavirus	OP866728	Coronaviridae	GenBank	Betacoronavirus 1
17751	OP866729	0	20240206	Coronaviridae	0.0	Betacoronavirus	OP866729	Coronaviridae	GenBank	Betacoronavirus 1
17752	OK491634	0	20240206	Coronaviridae	0.0	Betacoronavirus	OK491634	Coronaviridae	GenBank	Murine coronavirus
17753	OM047182	0	20240206	Coronaviridae	0.0	Deltacoronavirus	OM047182	Coronaviridae	GenBank	Coronavirus HKU15
17754	ON951674	0	20240206	Coronaviridae	0.0	Gammacoronavirus	ON951674	Coronaviridae	GenBank	Avian coronavirus
17755	ON951675	0	20240206	Coronaviridae	0.0	Gammacoronavirus	ON951675	Coronaviridae	GenBank	Avian coronavirus
17756	ON951676	0	20240206	Coronaviridae	0.0	Gammacoronavirus	ON951676	Coronaviridae	GenBank	Avian coronavirus
17757	ON951677	0	20240206	Coronaviridae	0.0	Gammacoronavirus	ON951677	Coronaviridae	GenBank	Avian coronavirus
17758	OL704806	0	20240206	Coronaviridae	0.0	Alphacoronavirus	OL704806	Coronaviridae	GenBank	Porcine epidemic diarrhea virus
17759	ON911569	0	20240206	Coronaviridae	0.0	Alphacoronavirus	ON911569	Coronaviridae	GenBank	Swine acute diarrhea syndrome coronavirus
17760	OK507216	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OK507216	Coronaviridae	GenBank	Avian coronavirus
17761	OL347994	0	20240206	Coronaviridae	0.0	Alphacoronavirus	OL347994	Coronaviridae	GenBank	Porcine epidemic diarrhea virus
17762	MZ977202	0	20240206	Coronaviridae	0.0	Alphacoronavirus	MZ977202	Coronaviridae	GenBank	Porcine epidemic diarrhea virus
17763	MZ787936	0	20240206	Coronaviridae	0.0	Alphacoronavirus	MZ787936	Coronaviridae	GenBank	Porcine epidemic diarrhea virus
17764	MZ787937	0	20240206	Coronaviridae	0.0	Alphacoronavirus	MZ787937	Coronaviridae	GenBank	Porcine epidemic diarrhea virus
17765	MZ712170	0	20240206	Coronaviridae	0.0	Alphacoronavirus	MZ712170	Coronaviridae	GenBank	Porcine epidemic diarrhea virus
17766	OK073077	1	20240206	Coronaviridae	1.0	Alphacoronavirus	OK073077	Coronaviridae	GenBank	Human coronavirus 229E
17767	OK073079	1	20240206	Coronaviridae	1.0	Alphacoronavirus	OK073079	Coronaviridae	GenBank	Human coronavirus 229E
17768	OK073082	1	20240206	Coronaviridae	1.0	Alphacoronavirus	OK073082	Coronaviridae	GenBank	Human coronavirus 229E
17769	MZ540767	0	20240206	Coronaviridae	0.0	Alphacoronavirus	MZ540767	Coronaviridae	GenBank	Porcine epidemic diarrhea virus
17770	MZ364313	0	20240206	Coronaviridae	0.0	Alphacoronavirus	MZ364313	Coronaviridae	GenBank	Porcine epidemic diarrhea virus
17771	MZ364314	0	20240206	Coronaviridae	0.0	Alphacoronavirus	MZ364314	Coronaviridae	GenBank	Porcine epidemic diarrhea virus
17772	MZ364315	0	20240206	Coronaviridae	0.0	Alphacoronavirus	MZ364315	Coronaviridae	GenBank	Porcine epidemic diarrhea virus
17773	MZ364316	0	20240206	Coronaviridae	0.0	Alphacoronavirus	MZ364316	Coronaviridae	GenBank	Porcine epidemic diarrhea virus
17774	MZ456995	0	20240206	Coronaviridae	0.0	Gammacoronavirus	MZ456995	Coronaviridae	GenBank	Avian coronavirus
17775	OM525799	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM525799	Coronaviridae	GenBank	Avian coronavirus
17776	OK423446	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OK423446	Coronaviridae	GenBank	Avian coronavirus
17777	OK423447	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OK423447	Coronaviridae	GenBank	Avian coronavirus
17778	MZ322950	0	20240206	Coronaviridae	0.0	Alphacoronavirus	MZ322950	Coronaviridae	GenBank	Alphacoronavirus 1
17779	LC706863	0	20240206	Coronaviridae	0.0	Betacoronavirus	LC706863	Coronaviridae	GenBank	Merbecovirus sp.
17780	MZ241108	0	20240206	Coronaviridae	0.0	Alphacoronavirus	MZ241108	Coronaviridae	GenBank	Porcine epidemic diarrhea virus
17781	ON872523	0	20240206	Coronaviridae	0.0		ON872523	Coronaviridae	GenBank	Bat faecal coronavirus
17782	ON859973	0	20240206	Coronaviridae	0.0	Deltacoronavirus	ON859973	Coronaviridae	GenBank	Coronavirus HKU15
17783	ON859974	0	20240206	Coronaviridae	0.0	Alphacoronavirus	ON859974	Coronaviridae	GenBank	Alphacoronavirus 1
17784	LC663793	0	20240206	Coronaviridae	0.0	Betacoronavirus	LC663793	Coronaviridae	GenBank	Sarbecovirus sp.
17785	MZ320953	0	20240206	Coronaviridae	0.0	Alphacoronavirus	MZ320953	Coronaviridae	GenBank	Alphacoronavirus 1
17786	MZ320954	0	20240206	Coronaviridae	0.0	Alphacoronavirus	MZ320954	Coronaviridae	GenBank	Alphacoronavirus 1
17787	OK094448	0	20240206	Coronaviridae	0.0	Betacoronavirus	OK094448	Coronaviridae	GenBank	Middle East respiratory syndrome-related coronavirus
17788	MZ268404	0	20240206	Coronaviridae	0.0	Betacoronavirus	MZ268404	Coronaviridae	GenBank	Middle East respiratory syndrome-related coronavirus
17789	MZ268405	0	20240206	Coronaviridae	0.0	Betacoronavirus	MZ268405	Coronaviridae	GenBank	Middle East respiratory syndrome-related coronavirus
17790	OK584017	0	20240206	Coronaviridae	0.0	Alphacoronavirus	OK584017	Coronaviridae	GenBank	Porcine epidemic diarrhea virus
17791	OL446966	0	20240206	Coronaviridae	0.0	Alphacoronavirus	OL446966	Coronaviridae	GenBank	Porcine epidemic diarrhea virus
17792	OL446967	0	20240206	Coronaviridae	0.0	Alphacoronavirus	OL446967	Coronaviridae	GenBank	Porcine epidemic diarrhea virus
17793	ON142315	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON142315	Coronaviridae	GenBank	Betacoronavirus 1
17794	ON142316	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON142316	Coronaviridae	GenBank	Betacoronavirus 1
17795	ON142317	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON142317	Coronaviridae	GenBank	Betacoronavirus 1
17796	ON142318	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON142318	Coronaviridae	GenBank	Betacoronavirus 1
17797	ON142319	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON142319	Coronaviridae	GenBank	Betacoronavirus 1
17798	ON142320	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON142320	Coronaviridae	GenBank	Betacoronavirus 1
17799	ON382562	0	20240206	Coronaviridae	0.0	Deltacoronavirus	ON382562	Coronaviridae	GenBank	Coronavirus HKU15
